shipment_id,shipment_date,origin,destination,lane,carrier_id,carrier_name,vehicle_type,weight_kg,distance_km,priority,industry,bid_price_inr,transit_days_planned,transit_days_actual,on_time_delivery,delayed_days,damage_reported,delivered,carrier_score,risk_level,award_given,feedback_rating,negotiation_signal,market_rate_inr
SHP-04469,2023-06-27,Jaipur,Ahmedabad,JAI-AHM,C011,SpotOn Logistics,MCV,3902.3,664,Standard,Pharma,16169.21,1,1.0,Yes,0.0,Yes,Yes,81.1,Low,Yes,4.8,Yes,13280
SHP-04470,2024-08-16,Kolkata,Mumbai,KOL-MUM,C004,TCI Freight,MCV,9453.2,1987,Standard,Pharma,68523.25,6,6.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,39740
SHP-04471,2024-03-31,Kochi,Kolkata,KOC-KOL,C001,BlueDart Express,Container,9511.6,1539,Standard,FMCG,53026.56,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,30780
SHP-04472,2024-04-16,Nagpur,Bhopal,NAG-BHO,C009,Rivigo,MCV,5126.2,924,Standard,Electronics,25529.01,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,Yes,18480
SHP-04473,2023-12-01,Delhi,Kolkata,DEL-KOL,C004,TCI Freight,LCV,14751.0,1472,Standard,Retail,43871.37,4,4.0,Yes,0.0,No,Yes,99.2,Low,Yes,3.7,Yes,29440
SHP-04474,2024-04-06,Chennai,Indore,CHE-IND,C004,TCI Freight,Trailer,14843.3,1937,Urgent,Textile,104152.51,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,38740
SHP-04475,2023-05-12,Kolkata,Surat,KOL-SUR,C011,SpotOn Logistics,Trailer,1928.6,1631,Standard,Pharma,30365.44,4,4.0,Yes,0.0,No,Yes,78.0,Medium,Yes,4.0,No,32620
SHP-04476,2023-03-13,Mumbai,Pune,MUM-PUN,C003,Delhivery Freight,LCV,4571.3,149,Standard,Machinery,7789.43,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,5.0,Yes,2980
SHP-04477,2023-12-30,Vadodara,Ludhiana,VAD-LUD,C007,Safexpress,Container,6299.0,1020,Urgent,Industrial,42605.37,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,20400
SHP-04478,2023-08-06,Delhi,Jaipur,DEL-JAI,C003,Delhivery Freight,Container,8918.3,282,Standard,Textile,10525.67,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,5640
SHP-04479,2023-05-13,Delhi,Bengaluru,DEL-BEN,C011,SpotOn Logistics,MCV,4375.3,2150,Urgent,Industrial,62703.86,5,5.0,Yes,0.0,No,Yes,80.1,Low,Yes,3.4,Yes,43000
SHP-04480,2023-08-05,Pune,Mumbai,PUN-MUM,C013,Allcargo Logistics,LCV,5365.5,149,Standard,Pharma,8211.1,1,2.1,No,1.1,No,Yes,97.9,Low,Yes,1.7,Yes,2980
SHP-04481,2024-09-22,Kolkata,Visakhapatnam,KOL-VIS,C008,VRL Logistics,Trailer,4560.0,876,Standard,Automotive,23191.85,2,6.8,No,4.8,Yes,Yes,93.1,Low,Yes,2.5,Yes,17520
SHP-04482,2023-09-22,Kolkata,Pune,KOL-PUN,C006,Ecom Express,MCV,6895.6,580,Urgent,Chemical,36347.13,1,1.0,Yes,0.0,No,Yes,82.6,Low,Yes,3.0,Yes,11600
SHP-04483,2023-01-30,Kochi,Kanpur,KOC-KAN,C013,Allcargo Logistics,HCV,9258.6,1104,Standard,Textile,32494.12,3,3.0,Yes,0.0,No,Yes,96.0,Low,Yes,4.9,Yes,22080
SHP-04484,2023-07-11,Kanpur,Kolkata,KAN-KOL,C012,ShadowFax Freight,Trailer,3071.9,1899,Standard,Food & Beverage,50018.79,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,37980
SHP-04485,2023-06-05,Bhopal,Kanpur,BHO-KAN,C007,Safexpress,LCV,3365.1,1678,Standard,Food & Beverage,40470.65,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,Yes,33560
SHP-04486,2023-02-02,Kanpur,Bengaluru,KAN-BEN,C014,DHL Supply Chain India,Container,5550.0,2152,Express,Textile,62220.37,6,6.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.2,Yes,43040
SHP-04487,2024-01-07,Delhi,Vadodara,DEL-VAD,C013,Allcargo Logistics,Container,8282.8,2076,Standard,Pharma,59863.07,4,4.0,Yes,0.0,No,Yes,97.6,Low,Yes,4.4,Yes,41520
SHP-04488,2023-10-22,Indore,Vadodara,IND-VAD,C002,GATI Limited,Trailer,5170.5,765,Standard,Retail,21982.79,2,2.0,Yes,0.0,No,Yes,91.1,Low,Yes,4.3,Yes,15300
SHP-04489,2023-10-15,Coimbatore,Hyderabad,COI-HYD,C014,DHL Supply Chain India,HCV,13397.9,1961,Standard,FMCG,59631.45,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,39220
SHP-04490,2024-02-16,Kanpur,Ludhiana,KAN-LUD,C010,XpressBees Freight,HCV,13867.2,843,Express,FMCG,36989.89,2,2.0,Yes,0.0,No,Yes,89.8,Low,Yes,3.0,Yes,16860
SHP-04491,2024-10-15,Kochi,Surat,KOC-SUR,C001,BlueDart Express,MCV,11119.1,1546,Express,Automotive,44960.79,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,30920
SHP-04492,2024-07-30,Surat,Visakhapatnam,SUR-VIS,C001,BlueDart Express,MCV,11470.6,2124,Standard,Industrial,59294.69,4,4.0,Yes,0.0,No,No,100.0,Low,No,4.1,Yes,42480
SHP-04493,2023-09-26,Chennai,Lucknow,CHE-LUC,C009,Rivigo,Container,8138.8,915,Standard,Retail,33698.81,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.2,Yes,18300
SHP-04494,2024-10-01,Delhi,Coimbatore,DEL-COI,C013,Allcargo Logistics,Container,1281.0,1570,Standard,FMCG,29377.8,4,4.0,Yes,0.0,No,Yes,96.8,Low,Yes,4.7,No,31400
SHP-04495,2024-07-23,Ahmedabad,Ludhiana,AHM-LUD,C007,Safexpress,Trailer,4880.5,1289,Express,Industrial,42821.56,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.7,Yes,25780
SHP-04496,2024-06-15,Coimbatore,Chennai,COI-CHE,C015,FedEx Freight India,Container,13632.0,497,Urgent,Chemical,37180.33,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.0,Yes,9940
SHP-04497,2024-06-15,Visakhapatnam,Coimbatore,VIS-COI,C005,Mahindra Logistics,Trailer,2333.7,1210,Express,Electronics,24445.48,3,3.0,Yes,0.0,No,Yes,96.0,Low,Yes,3.8,No,24200
SHP-04498,2024-05-08,Delhi,Bhopal,DEL-BHO,C012,ShadowFax Freight,MCV,2044.2,1102,Urgent,Pharma,49638.3,3,10.9,No,7.9,No,Yes,98.9,Low,Yes,3.2,Yes,22040
SHP-04499,2023-03-16,Bengaluru,Jaipur,BEN-JAI,C015,FedEx Freight India,HCV,2188.6,1899,Urgent,FMCG,69501.22,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.3,Yes,37980
SHP-04500,2023-06-01,Jaipur,Kanpur,JAI-KAN,C012,ShadowFax Freight,LCV,10293.2,1895,Standard,Electronics,43054.49,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,Yes,37900
SHP-04501,2024-09-27,Vadodara,Hyderabad,VAD-HYD,C001,BlueDart Express,MCV,1084.4,1014,Standard,FMCG,17662.59,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.2,No,20280
SHP-04502,2024-10-24,Hyderabad,Visakhapatnam,HYD-VIS,C004,TCI Freight,MCV,12483.1,1022,Express,Automotive,41943.4,2,2.0,Yes,0.0,No,Yes,96.6,Low,Yes,3.5,Yes,20440
SHP-04503,2023-10-17,Ludhiana,Chennai,LUD-CHE,C008,VRL Logistics,LCV,12552.1,2110,Standard,Pharma,42806.35,6,6.0,Yes,0.0,No,Yes,91.5,Low,Yes,4.5,No,42200
SHP-04504,2024-09-28,Bengaluru,Hyderabad,BEN-HYD,C008,VRL Logistics,MCV,588.5,569,Standard,Industrial,14238.29,2,2.0,Yes,0.0,No,Yes,88.2,Low,Yes,3.1,Yes,11380
SHP-04505,2023-06-24,Visakhapatnam,Surat,VIS-SUR,C015,FedEx Freight India,LCV,2388.5,333,Urgent,Textile,9861.45,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,6660
SHP-04506,2024-07-09,Bhopal,Indore,BHO-IND,C012,ShadowFax Freight,Trailer,5208.1,187,Standard,Industrial,9106.84,1,1.0,Yes,0.0,No,Yes,99.9,Low,Yes,3.0,Yes,3740
SHP-04507,2024-10-08,Lucknow,Indore,LUC-IND,C010,XpressBees Freight,Trailer,128.7,1092,Standard,Food & Beverage,17888.06,2,2.0,Yes,0.0,No,Yes,89.1,Low,Yes,3.1,No,21840
SHP-04508,2023-05-01,Kochi,Bengaluru,KOC-BEN,C013,Allcargo Logistics,MCV,1151.7,570,Express,Electronics,13446.94,1,2.7,No,1.7,No,Yes,98.6,Low,Yes,2.4,Yes,11400
SHP-04509,2023-01-21,Surat,Kanpur,SUR-KAN,C005,Mahindra Logistics,Container,13262.6,1283,Standard,Machinery,46367.67,3,3.0,Yes,0.0,No,Yes,93.7,Low,Yes,4.5,Yes,25660
SHP-04510,2024-04-18,Kolkata,Bhopal,KOL-BHO,C010,XpressBees Freight,LCV,1778.7,1400,Urgent,Industrial,50809.79,3,3.0,Yes,0.0,No,Yes,85.4,Low,Yes,3.4,Yes,28000
SHP-04511,2024-02-06,Mumbai,Kanpur,MUM-KAN,C008,VRL Logistics,LCV,6413.9,1201,Standard,Automotive,30449.89,3,3.0,Yes,0.0,No,Yes,89.3,Low,Yes,4.0,Yes,24020
SHP-04512,2023-03-18,Delhi,Vadodara,DEL-VAD,C009,Rivigo,LCV,9932.5,2063,Express,Textile,52257.61,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,41260
SHP-04513,2024-01-28,Kolkata,Nagpur,KOL-NAG,C006,Ecom Express,Trailer,5916.3,596,Standard,Electronics,14824.3,1,1.0,Yes,0.0,No,Yes,82.0,Low,Yes,4.7,Yes,11920
SHP-04514,2024-09-02,Ahmedabad,Vadodara,AHM-VAD,C012,ShadowFax Freight,LCV,13705.0,109,Express,Electronics,19116.64,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,2180
SHP-04515,2023-08-19,Jaipur,Visakhapatnam,JAI-VIS,C007,Safexpress,Trailer,7039.4,1336,Urgent,Automotive,57829.59,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,26720
SHP-04516,2024-06-07,Jaipur,Visakhapatnam,JAI-VIS,C010,XpressBees Freight,Trailer,1799.2,582,Urgent,Industrial,26457.84,1,1.0,Yes,0.0,No,Yes,90.4,Low,Yes,3.4,Yes,11640
SHP-04517,2023-08-28,Nagpur,Jaipur,NAG-JAI,C015,FedEx Freight India,Trailer,9049.5,1100,Standard,Automotive,27224.64,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,Yes,22000
SHP-04518,2023-02-08,Pune,Ahmedabad,PUN-AHM,C004,TCI Freight,HCV,3217.9,1065,Standard,Chemical,31251.14,3,3.0,Yes,0.0,No,Yes,95.3,Low,Yes,4.1,Yes,21300
SHP-04519,2024-04-21,Visakhapatnam,Coimbatore,VIS-COI,C003,Delhivery Freight,Trailer,6167.5,394,Standard,Chemical,14855.31,1,1.0,Yes,0.0,No,Yes,99.5,Low,Yes,4.3,Yes,7880
SHP-04520,2024-03-13,Bhopal,Ahmedabad,BHO-AHM,C010,XpressBees Freight,LCV,2009.5,1316,Express,Retail,28002.6,3,3.0,Yes,0.0,No,Yes,88.4,Low,Yes,4.5,No,26320
SHP-04521,2024-05-21,Kolkata,Indore,KOL-IND,C008,VRL Logistics,LCV,12217.8,2050,Express,FMCG,80162.45,4,4.0,Yes,0.0,No,Yes,91.5,Low,Yes,3.6,Yes,41000
SHP-04522,2023-01-07,Delhi,Surat,DEL-SUR,C004,TCI Freight,LCV,8397.2,2092,Standard,Industrial,54781.67,6,6.0,Yes,0.0,No,Yes,96.0,Low,Yes,4.4,Yes,41840
SHP-04523,2023-03-06,Lucknow,Vadodara,LUC-VAD,C005,Mahindra Logistics,HCV,2800.0,1909,Express,FMCG,44374.05,3,3.0,Yes,0.0,No,Yes,98.1,Low,Yes,4.6,Yes,38180
SHP-04524,2023-05-01,Nagpur,Mumbai,NAG-MUM,C002,GATI Limited,MCV,7849.6,1885,Standard,Industrial,44889.37,3,3.0,Yes,0.0,No,Yes,91.8,Low,Yes,4.6,Yes,37700
SHP-04525,2023-07-08,Hyderabad,Surat,HYD-SUR,C011,SpotOn Logistics,Container,6135.0,1787,Standard,Retail,31103.84,4,5.2,No,1.2,No,Yes,81.5,Low,Yes,1.6,No,35740
SHP-04526,2023-10-25,Kolkata,Ludhiana,KOL-LUD,C013,Allcargo Logistics,Container,10915.8,940,Urgent,Food & Beverage,46617.09,2,2.0,Yes,0.0,No,Yes,98.8,Low,Yes,4.0,Yes,18800
SHP-04527,2024-02-17,Surat,Kolkata,SUR-KOL,C005,Mahindra Logistics,Container,2786.0,1629,Standard,FMCG,23816.82,3,3.0,Yes,0.0,No,Yes,97.5,Low,Yes,4.5,No,32580
SHP-04528,2024-11-30,Bhopal,Pune,BHO-PUN,C002,GATI Limited,Container,6556.8,400,Express,Food & Beverage,17896.0,1,1.0,Yes,0.0,No,Yes,90.9,Low,Yes,3.4,Yes,8000
SHP-04529,2023-08-03,Kanpur,Kochi,KAN-KOC,C001,BlueDart Express,HCV,11467.9,1623,Standard,Textile,38552.26,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,Yes,32460
SHP-04530,2023-01-08,Lucknow,Kochi,LUC-KOC,C004,TCI Freight,Container,12702.8,1516,Express,Textile,59299.97,3,3.0,Yes,0.0,No,Yes,95.8,Low,Yes,4.7,Yes,30320
SHP-04531,2024-09-01,Vadodara,Chennai,VAD-CHE,C005,Mahindra Logistics,MCV,10165.4,1854,Standard,Electronics,59915.17,4,4.0,Yes,0.0,No,Yes,93.3,Low,Yes,3.0,Yes,37080
SHP-04532,2024-02-03,Delhi,Jaipur,DEL-JAI,C007,Safexpress,Container,7314.4,282,Urgent,Machinery,24431.98,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,Yes,5640
SHP-04533,2024-06-30,Ahmedabad,Kochi,AHM-KOC,C005,Mahindra Logistics,LCV,8157.7,1769,Standard,Food & Beverage,38204.97,4,4.0,Yes,0.0,No,Yes,97.4,Low,Yes,3.6,No,35380
SHP-04534,2024-04-19,Vadodara,Mumbai,VAD-MUM,C001,BlueDart Express,HCV,14445.1,2040,Standard,Food & Beverage,46949.19,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,40800
SHP-04535,2023-08-27,Kolkata,Kochi,KOL-KOC,C013,Allcargo Logistics,HCV,3725.6,1996,Standard,Automotive,51531.66,5,5.0,Yes,0.0,No,No,99.9,Low,No,3.8,Yes,39920
SHP-04536,2024-05-26,Coimbatore,Vadodara,COI-VAD,C012,ShadowFax Freight,Trailer,9981.4,1039,Standard,Machinery,33775.67,3,3.0,Yes,0.0,No,Yes,98.3,Low,Yes,3.3,Yes,20780
SHP-04537,2023-01-23,Bengaluru,Lucknow,BEN-LUC,C007,Safexpress,LCV,3939.5,960,Urgent,Electronics,31698.29,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,19200
SHP-04538,2023-11-03,Bengaluru,Chennai,BEN-CHE,C008,VRL Logistics,Container,9049.1,346,Express,Machinery,27889.68,1,1.0,Yes,0.0,Yes,Yes,88.3,Low,Yes,3.6,Yes,6920
SHP-04539,2024-07-13,Delhi,Chennai,DEL-CHE,C015,FedEx Freight India,HCV,12219.5,2194,Urgent,FMCG,81134.21,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,43880
SHP-04540,2024-10-07,Kolkata,Coimbatore,KOL-COI,C015,FedEx Freight India,HCV,10525.0,335,Express,Automotive,29574.45,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.6,Yes,6700
SHP-04541,2023-11-30,Kochi,Ahmedabad,KOC-AHM,C010,XpressBees Freight,Container,11845.6,2033,Standard,FMCG,53410.47,4,6.3,No,2.3,No,Yes,88.9,Low,Yes,2.4,Yes,40660
SHP-04542,2024-02-26,Mumbai,Hyderabad,MUM-HYD,C007,Safexpress,HCV,10267.8,711,Standard,Industrial,23075.78,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.6,Yes,14220
SHP-04543,2023-09-07,Kochi,Visakhapatnam,KOC-VIS,C006,Ecom Express,LCV,1871.6,760,Standard,Chemical,17227.09,1,1.0,Yes,0.0,No,Yes,85.8,Low,Yes,3.8,Yes,15200
SHP-04544,2023-05-15,Jaipur,Kanpur,JAI-KAN,C010,XpressBees Freight,LCV,13772.8,875,Express,Pharma,40434.1,2,2.0,Yes,0.0,No,Yes,90.3,Low,Yes,3.1,Yes,17500
SHP-04545,2023-08-13,Pune,Nagpur,PUN-NAG,C001,BlueDart Express,Container,12917.8,706,Standard,Electronics,33864.25,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,14120
SHP-04546,2023-07-31,Mumbai,Kanpur,MUM-KAN,C004,TCI Freight,Container,12159.0,1909,Standard,Industrial,59821.81,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,38180
SHP-04547,2024-02-27,Kolkata,Hyderabad,KOL-HYD,C007,Safexpress,LCV,1333.0,1071,Standard,Food & Beverage,15182.98,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,No,21420
SHP-04548,2023-07-04,Lucknow,Bengaluru,LUC-BEN,C004,TCI Freight,Container,13203.5,396,Urgent,Retail,44631.15,1,1.0,Yes,0.0,No,Yes,97.9,Low,Yes,4.0,Yes,7920
SHP-04549,2023-09-20,Kochi,Mumbai,KOC-MUM,C004,TCI Freight,MCV,5099.6,897,Standard,Industrial,18296.93,2,2.0,Yes,0.0,No,Yes,98.4,Low,Yes,3.7,No,17940
SHP-04550,2023-09-28,Kochi,Kanpur,KOC-KAN,C014,DHL Supply Chain India,HCV,11789.5,1461,Standard,Machinery,42391.03,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,Yes,29220
SHP-04551,2024-11-06,Hyderabad,Pune,HYD-PUN,C005,Mahindra Logistics,Container,9847.9,414,Urgent,Retail,32635.3,1,1.0,Yes,0.0,No,Yes,97.4,Low,Yes,3.9,Yes,8280
SHP-04552,2023-07-14,Ludhiana,Visakhapatnam,LUD-VIS,C010,XpressBees Freight,Trailer,239.6,1958,Standard,Food & Beverage,23130.07,5,5.0,Yes,0.0,No,Yes,90.1,Low,Yes,3.4,No,39160
SHP-04553,2023-01-30,Indore,Ahmedabad,IND-AHM,C006,Ecom Express,MCV,12012.7,1568,Standard,Textile,44408.19,4,8.1,No,4.1,No,Yes,85.2,Low,Yes,3.1,Yes,31360
SHP-04554,2024-05-27,Kanpur,Kolkata,KAN-KOL,C010,XpressBees Freight,Trailer,8794.0,1396,Standard,FMCG,39571.74,4,4.0,Yes,0.0,No,Yes,85.4,Low,Yes,3.4,Yes,27920
SHP-04555,2023-09-08,Kochi,Ahmedabad,KOC-AHM,C013,Allcargo Logistics,LCV,231.9,1146,Standard,Industrial,16014.24,3,3.0,Yes,0.0,No,Yes,99.5,Low,Yes,3.5,No,22920
SHP-04556,2024-05-10,Chennai,Bhopal,CHE-BHO,C010,XpressBees Freight,HCV,10792.2,734,Standard,Food & Beverage,16922.96,2,2.0,Yes,0.0,No,No,85.5,Low,No,4.4,Yes,14680
SHP-04557,2024-01-26,Chennai,Surat,CHE-SUR,C010,XpressBees Freight,MCV,9829.7,404,Standard,FMCG,13733.52,1,5.4,No,4.4,No,Yes,85.7,Low,Yes,2.4,Yes,8080
SHP-04558,2024-05-29,Bengaluru,Chennai,BEN-CHE,C006,Ecom Express,Trailer,10101.4,346,Express,Retail,34509.73,1,1.0,Yes,0.0,No,Yes,81.9,Low,Yes,3.2,Yes,6920
SHP-04559,2023-10-09,Nagpur,Bengaluru,NAG-BEN,C009,Rivigo,MCV,2874.3,415,Urgent,Chemical,22934.81,1,1.0,Yes,0.0,No,No,100.0,Low,No,4.5,Yes,8300
SHP-04560,2023-07-11,Kanpur,Nagpur,KAN-NAG,C002,GATI Limited,Trailer,12589.3,981,Urgent,Food & Beverage,60951.07,2,2.0,Yes,0.0,No,Yes,90.8,Low,Yes,4.0,Yes,19620
SHP-04561,2024-06-22,Mumbai,Chennai,MUM-CHE,C013,Allcargo Logistics,LCV,8475.5,1338,Express,Chemical,44169.73,3,3.0,Yes,0.0,No,Yes,96.8,Low,Yes,3.7,Yes,26760
SHP-04562,2024-05-16,Kochi,Visakhapatnam,KOC-VIS,C006,Ecom Express,Trailer,8436.7,1597,Express,FMCG,44835.81,3,3.0,Yes,0.0,No,Yes,82.4,Low,Yes,4.7,Yes,31940
SHP-04563,2024-06-29,Kanpur,Kochi,KAN-KOC,C005,Mahindra Logistics,Trailer,14215.3,738,Standard,Machinery,27317.18,2,2.0,Yes,0.0,No,Yes,95.3,Low,Yes,3.0,Yes,14760
SHP-04564,2023-11-29,Chennai,Ahmedabad,CHE-AHM,C010,XpressBees Freight,Container,5522.7,1705,Standard,Textile,37311.16,4,4.0,Yes,0.0,No,Yes,89.7,Low,Yes,3.6,No,34100
SHP-04565,2023-09-26,Vadodara,Bengaluru,VAD-BEN,C004,TCI Freight,Trailer,670.6,520,Standard,Pharma,9998.06,1,1.0,Yes,0.0,No,Yes,98.7,Low,Yes,4.1,No,10400
SHP-04566,2024-08-19,Kolkata,Visakhapatnam,KOL-VIS,C014,DHL Supply Chain India,LCV,6363.4,661,Standard,Machinery,14754.31,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.9,Yes,13220
SHP-04567,2024-03-19,Ludhiana,Kanpur,LUD-KAN,C002,GATI Limited,Container,3313.4,442,Standard,Pharma,12854.97,1,1.0,Yes,0.0,No,Yes,90.9,Low,Yes,4.8,Yes,8840
SHP-04568,2023-03-31,Visakhapatnam,Kochi,VIS-KOC,C012,ShadowFax Freight,MCV,13949.7,906,Standard,FMCG,35170.55,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.4,Yes,18120
SHP-04569,2023-08-23,Mumbai,Kochi,MUM-KOC,C014,DHL Supply Chain India,Container,10953.3,540,Standard,Textile,24182.83,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,10800
SHP-04570,2023-06-16,Chennai,Vadodara,CHE-VAD,C008,VRL Logistics,Container,1783.7,688,Standard,Pharma,15730.21,1,1.0,Yes,0.0,No,Yes,90.5,Low,Yes,3.2,Yes,13760
SHP-04571,2023-10-18,Hyderabad,Indore,HYD-IND,C002,GATI Limited,HCV,10370.4,1298,Urgent,Retail,60770.34,3,3.0,Yes,0.0,No,Yes,94.1,Low,Yes,3.2,Yes,25960
SHP-04572,2024-05-23,Chennai,Delhi,CHE-DEL,C003,Delhivery Freight,LCV,1276.3,2194,Standard,Chemical,25915.96,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,No,43880
SHP-04573,2024-05-09,Hyderabad,Chennai,HYD-CHE,C012,ShadowFax Freight,LCV,6970.9,627,Standard,Automotive,17611.08,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,12540
SHP-04574,2024-05-22,Vadodara,Lucknow,VAD-LUC,C009,Rivigo,Trailer,13786.9,433,Express,FMCG,37717.38,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,5.0,Yes,8660
SHP-04575,2023-11-16,Delhi,Indore,DEL-IND,C005,Mahindra Logistics,Container,5107.3,1422,Urgent,Food & Beverage,61046.57,4,4.0,Yes,0.0,No,Yes,96.7,Low,Yes,4.5,Yes,28440
SHP-04576,2023-11-20,Bhopal,Nagpur,BHO-NAG,C005,Mahindra Logistics,Container,5342.8,2045,Express,Food & Beverage,79941.07,6,6.0,Yes,0.0,No,Yes,94.8,Low,Yes,4.9,Yes,40900
SHP-04577,2023-08-06,Coimbatore,Kolkata,COI-KOL,C002,GATI Limited,HCV,5564.3,1002,Standard,FMCG,31178.8,2,2.0,Yes,0.0,No,Yes,96.1,Low,Yes,4.1,Yes,20040
SHP-04578,2023-12-16,Bhopal,Kanpur,BHO-KAN,C001,BlueDart Express,MCV,14883.0,2035,Standard,Industrial,71027.6,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.7,Yes,40700
SHP-04579,2023-07-07,Nagpur,Visakhapatnam,NAG-VIS,C014,DHL Supply Chain India,MCV,13245.3,1833,Express,Electronics,66738.6,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,Yes,36660
SHP-04580,2023-12-02,Lucknow,Hyderabad,LUC-HYD,C006,Ecom Express,Trailer,11956.0,468,Standard,Chemical,32891.34,1,3.2,No,2.2,No,Yes,83.2,Low,Yes,2.9,Yes,9360
SHP-04581,2023-03-12,Jaipur,Visakhapatnam,JAI-VIS,C008,VRL Logistics,LCV,2366.6,829,Standard,Textile,18963.98,2,2.0,Yes,0.0,No,Yes,91.0,Low,Yes,3.5,Yes,16580
SHP-04582,2023-06-09,Pune,Delhi,PUN-DEL,C001,BlueDart Express,Container,1472.7,1160,Standard,Retail,23893.76,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,No,23200
SHP-04583,2024-11-28,Pune,Kolkata,PUN-KOL,C004,TCI Freight,MCV,12607.0,1600,Standard,Industrial,56556.26,4,4.0,Yes,0.0,No,Yes,98.9,Low,Yes,4.0,Yes,32000
SHP-04584,2023-12-01,Nagpur,Delhi,NAG-DEL,C008,VRL Logistics,LCV,8769.0,890,Express,Machinery,29608.41,2,2.0,Yes,0.0,No,Yes,91.4,Low,Yes,4.6,Yes,17800
SHP-04585,2023-11-25,Surat,Bhopal,SUR-BHO,C011,SpotOn Logistics,LCV,13673.5,962,Standard,Textile,36336.36,2,2.0,Yes,0.0,No,Yes,80.7,Low,Yes,3.4,Yes,19240
SHP-04586,2023-10-05,Lucknow,Bhopal,LUC-BHO,C002,GATI Limited,Container,13887.3,1217,Standard,Electronics,47878.77,3,3.0,Yes,0.0,No,Yes,92.0,Low,Yes,3.9,Yes,24340
SHP-04587,2023-03-17,Hyderabad,Bhopal,HYD-BHO,C010,XpressBees Freight,LCV,2354.0,1227,Urgent,Pharma,40711.34,3,13.0,No,10.0,No,Yes,90.9,Low,Yes,1.6,Yes,24540
SHP-04588,2023-06-02,Kochi,Vadodara,KOC-VAD,C002,GATI Limited,LCV,3577.4,1271,Urgent,Food & Beverage,41934.48,3,3.0,Yes,0.0,No,Yes,95.8,Low,Yes,4.3,Yes,25420
SHP-04589,2024-10-26,Bengaluru,Hyderabad,BEN-HYD,C012,ShadowFax Freight,MCV,803.3,569,Urgent,Industrial,15181.7,1,1.0,Yes,0.0,No,Yes,98.7,Low,Yes,4.9,Yes,11380
SHP-04590,2024-04-29,Kanpur,Ludhiana,KAN-LUD,C015,FedEx Freight India,MCV,11809.9,937,Standard,Electronics,37407.87,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.2,Yes,18740
SHP-04591,2023-08-23,Delhi,Hyderabad,DEL-HYD,C008,VRL Logistics,Trailer,438.6,1568,Urgent,Automotive,54277.5,3,3.0,Yes,0.0,No,Yes,88.6,Low,Yes,3.5,Yes,31360
